Index,Head.pos.x,Head.pos.y,Head.pos.z,Head.rot.x,Head.rot.y,Head.rot.z,Head.rot.w,LeftHand.pos.x,LeftHand.pos.y,LeftHand.pos.z,LeftHand.rot.x,LeftHand.rot.y,LeftHand.rot.z,LeftHand.rot.w,RightHand.pos.x,RightHand.pos.y,RightHand.pos.z,RightHand.rot.x,RightHand.rot.y,RightHand.rot.z,RightHand.rot.w,
0.00314,-0.01388,1.50338,0.29414,-0.11952,0.02936,0.04075,-0.99156,-0.28106,0.69110,0.17899,-0.33473,0.20673,0.00615,-0.91934,-0.49866,1.42981,0.29086,0.62101,0.62739,-0.19773,-0.42617
0.00943,-0.01402,1.50343,0.29426,-0.11946,0.02966,0.04057,-0.99157,-0.28092,0.69130,0.17906,-0.33443,0.20663,0.00601,-0.91947,-0.49875,1.42950,0.28994,0.62198,0.62753,-0.19773,-0.42456
0.01464,-0.01414,1.50345,0.29435,-0.11940,0.02986,0.04039,-0.99157,-0.28073,0.69131,0.17922,-0.33425,0.20662,0.00591,-0.91954,-0.49873,1.42924,0.28919,0.62274,0.62778,-0.19765,-0.42310
0.02051,-0.01430,1.50349,0.29446,-0.11936,0.03015,0.04016,-0.99158,-0.28048,0.69133,0.17941,-0.33403,0.20658,0.00578,-0.91963,-0.49866,1.42898,0.28837,0.62356,0.62799,-0.19761,-0.42160
0.02568,-0.01445,1.50351,0.29455,-0.11933,0.03042,0.03998,-0.99158,-0.28011,0.69120,0.17965,-0.33401,0.20660,0.00560,-0.91963,-0.49868,1.42874,0.28782,0.62425,0.62807,-0.19779,-0.42037
0.03141,-0.01455,1.50351,0.29472,-0.11932,0.03070,0.03973,-0.99159,-0.27984,0.69116,0.17972,-0.33397,0.20666,0.00545,-0.91963,-0.49866,1.42848,0.28717,0.62490,0.62827,-0.19791,-0.41906
0.03809,-0.01476,1.50353,0.29484,-0.11935,0.03107,0.03944,-0.99158,-0.27952,0.69113,0.17986,-0.33386,0.20666,0.00528,-0.91968,-0.49875,1.42810,0.28641,0.62552,0.62867,-0.19829,-0.41734
0.04316,-0.01495,1.50355,0.29493,-0.11941,0.03137,0.03922,-0.99157,-0.27925,0.69110,0.17994,-0.33380,0.20667,0.00515,-0.91969,-0.49878,1.42782,0.28588,0.62595,0.62895,-0.19856,-0.41615
0.04960,-0.01516,1.50357,0.29504,-0.11949,0.03171,0.03895,-0.99156,-0.27904,0.69118,0.17978,-0.33381,0.20666,0.00494,-0.91970,-0.49889,1.42753,0.28507,0.62651,0.62925,-0.19887,-0.41470
0.05524,-0.01538,1.50357,0.29514,-0.11958,0.03207,0.03870,-0.99155,-0.27869,0.69109,0.17976,-0.33387,0.20670,0.00469,-0.91967,-0.49905,1.42715,0.28468,0.62676,0.62955,-0.19953,-0.41355
0.06038,-0.01557,1.50358,0.29523,-0.11965,0.03241,0.03845,-0.99154,-0.27838,0.69102,0.17977,-0.33389,0.20674,0.00446,-0.91965,-0.49927,1.42679,0.28442,0.62692,0.62979,-0.20024,-0.41260
0.06630,-0.01580,1.50361,0.29531,-0.11977,0.03278,0.03819,-0.99153,-0.27796,0.69094,0.17983,-0.33395,0.20680,0.00414,-0.91962,-0.49959,1.42635,0.28401,0.62721,0.63011,-0.20082,-0.41139
0.07162,-0.01603,1.50360,0.29534,-0.11986,0.03312,0.03792,-0.99151,-0.27763,0.69085,0.17980,-0.33399,0.20686,0.00381,-0.91959,-0.49975,1.42592,0.28366,0.62762,0.63027,-0.20137,-0.41025
0.07644,-0.01624,1.50360,0.29542,-0.11994,0.03344,0.03767,-0.99150,-0.27728,0.69074,0.17972,-0.33409,0.20691,0.00334,-0.91954,-0.49995,1.42557,0.28342,0.62787,0.63048,-0.20193,-0.40926
0.08307,-0.01651,1.50360,0.29553,-0.12007,0.03388,0.03741,-0.99148,-0.27685,0.69061,0.17965,-0.33417,0.20697,0.00285,-0.91950,-0.50031,1.42511,0.28325,0.62811,0.63081,-0.20272,-0.40801
0.08912,-0.01675,1.50360,0.29561,-0.12016,0.03424,0.03721,-0.99147,-0.27649,0.69051,0.17958,-0.33424,0.20706,0.00242,-0.91946,-0.50063,1.42473,0.28305,0.62832,0.63109,-0.20327,-0.40698
0.09481,-0.01702,1.50361,0.29570,-0.12029,0.03461,0.03702,-0.99144,-0.27608,0.69037,0.17944,-0.33433,0.20722,0.00186,-0.91939,-0.50094,1.42416,0.28300,0.62847,0.63151,-0.20396,-0.40573
0.10106,-0.01730,1.50361,0.29583,-0.12042,0.03499,0.03683,-0.99142,-0.27566,0.69021,0.17928,-0.33443,0.20740,0.00135,-0.91931,-0.50131,1.42367,0.28303,0.62849,0.63203,-0.20483,-0.40445
