Index,Head.pos.x,Head.pos.y,Head.pos.z,Head.rot.x,Head.rot.y,Head.rot.z,Head.rot.w,LeftHand.pos.x,LeftHand.pos.y,LeftHand.pos.z,LeftHand.rot.x,LeftHand.rot.y,LeftHand.rot.z,LeftHand.rot.w,RightHand.pos.x,RightHand.pos.y,RightHand.pos.z,RightHand.rot.x,RightHand.rot.y,RightHand.rot.z,RightHand.rot.w,
0.00349,-0.00909,1.49754,0.35050,-0.15393,0.04361,0.03314,-0.98656,-0.24294,0.70064,0.21426,-0.33935,0.01887,0.08068,-0.93700,-0.43091,1.39668,0.25763,0.58104,0.71843,-0.04067,-0.38025
0.00953,-0.00913,1.49756,0.35047,-0.15383,0.04497,0.03299,-0.98652,-0.24306,0.70082,0.21479,-0.33865,0.02022,0.08049,-0.93725,-0.43123,1.39682,0.25793,0.58155,0.71779,-0.04119,-0.38063
0.01621,-0.00916,1.49761,0.35047,-0.15375,0.04648,0.03276,-0.98647,-0.24316,0.70103,0.21536,-0.33788,0.02148,0.08029,-0.93751,-0.43154,1.39697,0.25827,0.58214,0.71711,-0.04177,-0.38095
0.02225,-0.00918,1.49762,0.35044,-0.15368,0.04774,0.03260,-0.98643,-0.24324,0.70133,0.21578,-0.33718,0.02256,0.08020,-0.93774,-0.43175,1.39705,0.25854,0.58268,0.71660,-0.04225,-0.38103
0.02891,-0.00918,1.49763,0.35041,-0.15359,0.04890,0.03247,-0.98639,-0.24330,0.70153,0.21628,-0.33644,0.02375,0.07992,-0.93801,-0.43214,1.39708,0.25885,0.58335,0.71598,-0.04295,-0.38110
0.03458,-0.00916,1.49764,0.35039,-0.15351,0.05002,0.03235,-0.98635,-0.24336,0.70172,0.21677,-0.33573,0.02488,0.07974,-0.93825,-0.43244,1.39693,0.25946,0.58416,0.71569,-0.04426,-0.38025
0.04049,-0.00922,1.49766,0.35019,-0.15329,0.05100,0.03211,-0.98634,-0.24341,0.70192,0.21725,-0.33501,0.02599,0.07952,-0.93849,-0.43269,1.39698,0.25979,0.58474,0.71524,-0.04490,-0.38014
0.04711,-0.00918,1.49767,0.35016,-0.15323,0.05206,0.03199,-0.98630,-0.24340,0.70224,0.21762,-0.33418,0.02713,0.07927,-0.93878,-0.43302,1.39656,0.26035,0.58541,0.71510,-0.04631,-0.37919
0.05311,-0.00912,1.49767,0.35012,-0.15322,0.05297,0.03189,-0.98626,-0.24339,0.70244,0.21806,-0.33345,0.02822,0.07894,-0.93903,-0.43332,1.39636,0.26086,0.58597,0.71494,-0.04744,-0.37848
0.06270,-0.00902,1.49767,0.35010,-0.15314,0.05426,0.03167,-0.98620,-0.24338,0.70283,0.21860,-0.33239,0.02976,0.07852,-0.93940,-0.43392,1.39586,0.26197,0.58646,0.71494,-0.04973,-0.37744
0.06904,-0.00892,1.49766,0.35007,-0.15311,0.05505,0.03154,-0.98617,-0.24333,0.70302,0.21899,-0.33170,0.03078,0.07811,-0.93964,-0.43437,1.39542,0.26290,0.58687,0.71462,-0.05154,-0.37714
0.07542,-0.00882,1.49765,0.35005,-0.15306,0.05574,0.03144,-0.98614,-0.24330,0.70319,0.21938,-0.33108,0.03178,0.07773,-0.93986,-0.43483,1.39513,0.26377,0.58727,0.71431,-0.05315,-0.37689
0.08102,-0.00872,1.49760,0.35005,-0.15297,0.05644,0.03128,-0.98612,-0.24329,0.70348,0.21955,-0.33055,0.03259,0.07731,-0.94005,-0.43543,1.39487,0.26492,0.58761,0.71373,-0.05506,-0.37719
0.08699,-0.00858,1.49757,0.35004,-0.15292,0.05702,0.03118,-0.98610,-0.24323,0.70362,0.21987,-0.33004,0.03349,0.07695,-0.94023,-0.43622,1.39458,0.26610,0.58805,0.71285,-0.05704,-0.37787
0.09377,-0.00843,1.49755,0.35001,-0.15289,0.05760,0.03108,-0.98607,-0.24313,0.70374,0.22017,-0.32958,0.03444,0.07654,-0.94039,-0.43689,1.39433,0.26741,0.58839,0.71209,-0.05907,-0.37846
0.10003,-0.00833,1.49762,0.34986,-0.15272,0.05800,0.03093,-0.98608,-0.24303,0.70383,0.22042,-0.32921,0.03529,0.07622,-0.94051,-0.43775,1.39410,0.26898,0.58867,0.71096,-0.06144,-0.37978
0.10662,-0.00817,1.49759,0.34984,-0.15272,0.05838,0.03088,-0.98606,-0.24290,0.70403,0.22062,-0.32880,0.03607,0.07595,-0.94065,-0.43847,1.39404,0.27062,0.58886,0.70988,-0.06346,-0.38116
0.11228,-0.00800,1.49755,0.34981,-0.15271,0.05875,0.03083,-0.98604,-0.24280,0.70412,0.22086,-0.32838,0.03693,0.07572,-0.94078,-0.43915,1.39382,0.27203,0.58915,0.70901,-0.06553,-0.38200
0.11733,-0.00793,1.49748,0.34977,-0.15271,0.05900,0.03081,-0.98603,-0.24267,0.70415,0.22100,-0.32811,0.03748,0.07560,-0.94086,-0.43977,1.39373,0.27361,0.58924,0.70798,-0.06719,-0.38347
0.12292,-0.00773,1.49743,0.34978,-0.15274,0.05926,0.03072,-0.98601,-0.24256,0.70422,0.22118,-0.32777,0.03817,0.07543,-0.94097,-0.44063,1.39357,0.27509,0.58950,0.70691,-0.06896,-0.38472
0.12921,-0.00757,1.49737,0.34973,-0.15280,0.05946,0.03067,-0.98599,-0.24243,0.70440,0.22119,-0.32733,0.03874,0.07532,-0.94110,-0.44118,1.39348,0.27699,0.58980,0.70578,-0.07067,-0.38603
0.13465,-0.00739,1.49740,0.34958,-0.15282,0.05949,0.03055,-0.98599,-0.24230,0.70445,0.22135,-0.32697,0.03934,0.07518,-0.94122,-0.44176,1.39340,0.27862,0.59010,0.70477,-0.07225,-0.38713
0.14113,-0.00718,1.49733,0.34954,-0.15291,0.05966,0.03047,-0.98597,-0.24213,0.70451,0.22152,-0.32654,0.04002,0.07504,-0.94135,-0.44239,1.39330,0.28051,0.59043,0.70367,-0.07403,-0.38828
0.14728,-0.00696,1.49725,0.34954,-0.15303,0.05980,0.03034,-0.98594,-0.24194,0.70470,0.22151,-0.32616,0.04048,0.07494,-0.94147,-0.44270,1.39328,0.28234,0.59067,0.70288,-0.07532,-0.38908
0.15408,-0.00674,1.49716,0.34949,-0.15320,0.05984,0.03024,-0.98592,-0.24174,0.70475,0.22165,-0.32572,0.04115,0.07478,-0.94160,-0.44322,1.39318,0.28463,0.59073,0.70196,-0.07710,-0.39031
0.15960,-0.00661,1.49701,0.34943,-0.15337,0.05986,0.03016,-0.98589,-0.24152,0.70478,0.22170,-0.32541,0.04159,0.07474,-0.94170,-0.44353,1.39310,0.28664,0.59044,0.70170,-0.07822,-0.39099
0.16546,-0.00641,1.49693,0.34937,-0.15354,0.05983,0.03010,-0.98587,-0.24135,0.70488,0.22171,-0.32517,0.04197,0.07465,-0.94177,-0.44389,1.39300,0.28875,0.58997,0.70152,-0.07942,-0.39178
0.17204,-0.00620,1.49683,0.34931,-0.15375,0.05971,0.03002,-0.98585,-0.24112,0.70491,0.22177,-0.32485,0.04252,0.07456,-0.94186,-0.44423,1.39286,0.29111,0.58951,0.70113,-0.08083,-0.39289
0.17734,-0.00608,1.49679,0.34914,-0.15386,0.05946,0.02993,-0.98585,-0.24090,0.70487,0.22174,-0.32477,0.04289,0.07442,-0.94188,-0.44446,1.39274,0.29315,0.58907,0.70092,-0.08201,-0.39368
0.18435,-0.00580,1.49672,0.34922,-0.15404,0.05930,0.02987,-0.98583,-0.24066,0.70487,0.22175,-0.32456,0.04341,0.07427,-0.94194,-0.44462,1.39263,0.29580,0.58826,0.70085,-0.08343,-0.39472
0.18991,-0.00561,1.49662,0.34913,-0.15428,0.05905,0.02982,-0.98581,-0.24044,0.70499,0.22157,-0.32450,0.04378,0.07394,-0.94197,-0.44467,1.39239,0.29858,0.58766,0.70045,-0.08513,-0.39596
0.19674,-0.00543,1.49650,0.34899,-0.15453,0.05874,0.02977,-0.98579,-0.24015,0.70492,0.22148,-0.32455,0.04431,0.07355,-0.94196,-0.44474,1.39223,0.30168,0.58699,0.70006,-0.08709,-0.39721
0.20462,-0.00514,1.49634,0.34888,-0.15480,0.05834,0.02966,-0.98578,-0.23953,0.70416,0.22178,-0.32443,0.04455,0.07299,-0.94204,-0.44479,1.39204,0.30553,0.58624,0.69937,-0.08956,-0.39898
0.21041,-0.00496,1.49623,0.34876,-0.15505,0.05798,0.02956,-0.98576,-0.23928,0.70408,0.22171,-0.32445,0.04505,0.07260,-0.94204,-0.44482,1.39188,0.30844,0.58577,0.69876,-0.09151,-0.40029
0.21725,-0.00475,1.49615,0.34852,-0.15524,0.05744,0.02940,-0.98577,-0.23899,0.70399,0.22162,-0.32450,0.04556,0.07210,-0.94203,-0.44476,1.39172,0.31206,0.58553,0.69764,-0.09410,-0.40200
